"game_id","home_team","away_team","game_date","kalshi_prob_home","kalshi_prob_away","home_score","away_score","home_win",".prob",".y",".prob_clipped","brier","logloss"
"57675a019ab81bbf046093942697c7e1","Denver Nuggets","Oklahoma City Thunder",2025-05-09,0.32,0.68,113,104,1,0.32,1,0.32,0.4624,1.13943428318836
"57ca84685194cc0890033c8b36e66fc5","Houston Rockets","Golden State Warriors",2025-04-20,0.63,0.37,85,95,0,0.63,0,0.63,0.3969,0.994252273343867
"57e3377b13023bef975593b02eb5081b","Toronto Raptors","Houston Rockets",2025-10-29,0.26,0.74,121,139,0,0.26,0,0.26,0.0676,0.301105092783922
"58c5d4f9449efc54b2a2ceb71ca6878b","Cleveland Cavaliers","Indiana Pacers",2025-11-21,0.88,0.12,120,109,1,0.88,1,0.88,0.0144,0.127833371509885
"58e766fa4c1a69247703beea18def6cf","Boston Celtics","Brooklyn Nets",2025-11-21,0.82,0.18,105,113,0,0.82,0,0.82,0.6724,1.71479842809193
"599d6d0dfc057f6a643eca118d8a87a4","Miami Heat","Cleveland Cavaliers",2025-11-12,0.7,0.3,116,130,0,0.7,0,0.7,0.49,1.20397280432594
"5a01ca5161a08c4d7865032145759b36","Dallas Mavericks","Oklahoma City Thunder",2025-10-27,0.18,0.82,94,101,0,0.18,0,0.18,0.0324,0.198450938723838
"5a935d4f284b3fcf84515f522e9079f9","Orlando Magic","Boston Celtics",2025-04-25,0.23,0.77,95,93,1,0.23,1,0.23,0.5929,1.46967597005894
"5c25f7e8df3df0a81bbc8e82c06b3275","Boston Celtics","New York Knicks",2025-05-07,0.88,0.12,90,91,0,0.88,0,0.88,0.7744,2.12026353620009
"5c3141a83aab2381b9837f56079156fd","Detroit Pistons","Cleveland Cavaliers",2025-10-14,0.24,0.76,118,100,1,0.24,1,0.24,0.5776,1.42711635564015
"5c3141a83aab2381b9837f56079156fd","Detroit Pistons","Cleveland Cavaliers",2025-10-27,0.47,0.53,95,116,0,0.47,0,0.47,0.2209,0.63487827243597
"5cd2c4c92f51a4c9b79e8f1e7b6fe4ab","Los Angeles Lakers","Minnesota Timberwolves",2025-04-22,0.8,0.2,94,85,1,0.8,1,0.8,0.04,0.22314355131421
"5d2bab71b12e005da1a9491834c945dc","New Orleans Pelicans","Los Angeles Lakers",2025-11-14,0.12,0.88,104,118,0,0.12,0,0.12,0.0144,0.127833371509885
"5d36d3c7974e1c7b367055baace056bb","Cleveland Cavaliers","Milwaukee Bucks",2025-10-26,0.66,0.34,118,113,1,0.66,1,0.66,0.1156,0.415515443961666
"5e3b869b9c20aeb27c069111f69bb825","Denver Nuggets","Oklahoma City Thunder",2025-05-11,0.28,0.72,87,92,0,0.28,0,0.28,0.0784,0.328504066972036
"5ed30106dccf7db288641b620e248242","Miami Heat","Cleveland Cavaliers",2025-04-26,0.22,0.78,87,124,0,0.22,0,0.22,0.0484,0.2484613592985
"600dfc9979b72eeef44b5545ba9fe18f","New York Knicks","Boston Celtics",2025-10-24,0.61,0.39,105,95,1,0.61,1,0.61,0.1521,0.49429632181478
"60e92f0ebd0d4d4dd4e206c259b1198c","New York Knicks","Brooklyn Nets",2025-11-09,0.95,0.05,134,98,1,0.95,1,0.95,0.0025,0.0512932943875506
"60effa739f7ed7668a29e0eff32f376e","Minnesota Timberwolves","Los Angeles Lakers",2025-10-29,0.84,0.16,115,116,0,0.84,0,0.84,0.7056,1.83258146374831
"613d151e38c4eba00ae07b8a72960d12","Milwaukee Bucks","Philadelphia 76ers",2025-11-20,0.34,0.66,114,123,0,0.34,0,0.34,0.1156,0.415515443961666
"61a914d31cb3515795c38dfb8eea0c6f","Denver Nuggets","New Orleans Pelicans",2025-10-29,0.85,0.15,122,88,1,0.85,1,0.85,0.0225,0.162518929497775
"61f18a914904dd9e20703519f00edf24","Milwaukee Bucks","Washington Wizards",2025-10-22,0.91,0.09,133,120,1,0.91,1,0.91,0.00809999999999999,0.0943106794712413
"63016986bd7402f9433def9ec4be4fe1","New York Knicks","Miami Heat",2025-11-14,0.71,0.29,140,132,1,0.71,1,0.71,0.0841,0.342490308946776
"63ab8484a1039d9477789c806081e3b0","Washington Wizards","Philadelphia 76ers",2025-10-28,0.32,0.68,134,139,0,0.32,0,0.32,0.1024,0.385662480811985
"64727ecb83898fd5fa4ba086945dd594","Golden State Warriors","Houston Rockets",2025-04-26,0.48,0.52,104,93,1,0.48,1,0.48,0.2704,0.7339691750802
"64bacd75d6b10d1a28a258e54969b626","Utah Jazz","Portland Trail Blazers",2025-10-29,0.49,0.51,134,136,0,0.49,0,0.49,0.2401,0.673344553263766
"67f8d60e11df6ab3af7c3c43c15ad6bb","New York Knicks","Memphis Grizzlies",2025-11-11,0.79,0.21,133,120,1,0.79,1,0.79,0.0441,0.23572233352107
"6a4ab9a1ce6d4f90b0dafd6d6461c5eb","Oklahoma City Thunder","Sacramento Kings",2025-11-19,0.94,0.0600000000000001,113,99,1,0.94,1,0.94,0.00360000000000001,0.0618754037180875
"6c21d822a58fb471d674113df3b8af57","Minnesota Timberwolves","Golden State Warriors",2025-05-06,0.58,0.42,88,99,0,0.58,0,0.58,0.3364,0.867500567704723
"6cfe378a18675db378f3fcfa4861fa4c","Cleveland Cavaliers","Memphis Grizzlies",2025-11-15,0.73,0.27,108,100,1,0.73,1,0.73,0.0729,0.3147107448397
"6f4f9851f7634f0b452c9153373deddf","Toronto Raptors","Milwaukee Bucks",2025-10-24,0.58,0.42,116,122,0,0.58,0,0.58,0.3364,0.867500567704723
"6f6b9b2f30e3b0c1289b6df52d1f5b1e","Detroit Pistons","Dallas Mavericks",2025-11-01,0.79,0.21,122,110,1,0.79,1,0.79,0.0441,0.23572233352107
"6fb85302d766cc4bfcd431455d308748","Orlando Magic","Portland Trail Blazers",2025-11-10,0.49,0.51,115,112,1,0.49,1,0.49,0.2601,0.713349887877465
"700aede8724030d06159df96613b775d","Minnesota Timberwolves","Los Angeles Lakers",2025-04-27,0.55,0.45,116,113,1,0.55,1,0.55,0.2025,0.59783700075562
"71660f977b7bf30f2a30794e936a3f61","Utah Jazz","Atlanta Hawks",2025-11-13,0.42,0.58,122,132,0,0.42,0,0.42,0.1764,0.544727175441672
"731fa66351071a1e5cd387fd7087aa8f","Toronto Raptors","Washington Wizards",2025-11-21,0.92,0.08,140,110,1,0.92,1,0.92,0.00639999999999999,0.083381608939051
"757e322d4beb7cad125cdcb50af7e897","Boston Celtics","Cleveland Cavaliers",2025-10-29,0.39,0.61,125,105,1,0.39,1,0.39,0.3721,0.941608539858445
"76c06946a763643d09655bdcad0ccd33","Chicago Bulls","Miami Heat",2025-11-21,0.59,0.41,107,143,0,0.59,0,0.59,0.3481,0.891598119283784
"77349df7a7d73953f39694692eef6e51","Detroit Pistons","Chicago Bulls",2025-11-12,0.67,0.33,124,113,1,0.67,1,0.67,0.1089,0.400477566597125
"77cde06ef453172f95ed97439a2540fd","Toronto Raptors","Milwaukee Bucks",2025-11-04,0.65,0.35,128,100,1,0.65,1,0.65,0.1225,0.430782916092454
"77d182acedfaf699262ad3044c42006f","Indiana Pacers","Milwaukee Bucks",2025-04-29,0.52,0.48,119,118,1,0.52,1,0.52,0.2304,0.653926467406664
"788fb38defa5d0362ec330415a902b54","Memphis Grizzlies","Dallas Mavericks",2025-04-18,0.84,0.16,120,106,1,0.84,1,0.84,0.0256,0.174353387144778
"78aabf080c02d6b74d6d5a15ae2d2a81","Los Angeles Lakers","Dallas Mavericks",2025-10-15,0.46,0.54,94,121,0,0.46,0,0.46,0.2116,0.616186139423817
"791675e364eb25c166c6382113c0c17f","Portland Trail Blazers","Oklahoma City Thunder",2025-11-05,0.22,0.78,121,119,1,0.22,1,0.22,0.6084,1.51412773262978
"79259d20c4c76b29a9886513796aa4b6","Los Angeles Lakers","Portland Trail Blazers",2025-10-27,0.43,0.57,108,122,0,0.43,0,0.43,0.1849,0.562118918153541
"79db13d01456b1f6d86ba8c25c83c765","Cleveland Cavaliers","Toronto Raptors",2025-11-13,0.76,0.24,113,126,0,0.76,0,0.76,0.5776,1.42711635564015
"7a51e863b793a95f2c4359790aea2172","Cleveland Cavaliers","Toronto Raptors",2025-10-31,0.6,0.4,101,112,0,0.6,0,0.6,0.36,0.916290731874155
"7a618b29a0b9af8b895940149badce7b","Boston Celtics","Orlando Magic",2025-04-23,0.79,0.21,109,100,1,0.79,1,0.79,0.0441,0.23572233352107
"7cb8b0fe1f3893802f09e60f34194847","Minnesota Timberwolves","Utah Jazz",2025-11-07,0.95,0.05,137,97,1,0.95,1,0.95,0.0025,0.0512932943875506
"7ea345d53aa2064f3f044ec8bbcbd6d6","Milwaukee Bucks","New York Knicks",2025-10-28,0.38,0.62,121,111,1,0.38,1,0.38,0.3844,0.967584026261706
"8162993fb172c214bf7e7338079a0e79","Houston Rockets","Denver Nuggets",2025-11-21,0.49,0.51,109,112,0,0.49,0,0.49,0.2401,0.673344553263766
"82a6ef30859cca886863981ccbe7deb5","Cleveland Cavaliers","Philadelphia 76ers",2025-11-05,0.89,0.11,132,121,1,0.89,1,0.89,0.0121,0.116533816255952
"84fcb7d4f3ea128bf6e2ac2247fa236b","Oklahoma City Thunder","Memphis Grizzlies",2025-04-22,0.96,0.04,118,99,1,0.96,1,0.96,0.0016,0.0408219945202552
"86515e2c1d74b8a8233244948e07630c","Milwaukee Bucks","Chicago Bulls",2025-11-07,0.57,0.43,126,110,1,0.57,1,0.57,0.1849,0.562118918153541
"87073ecdaedc9200c7468b70625a7ea8","New York Knicks","Boston Celtics",2025-05-10,0.23,0.77,93,115,0,0.23,0,0.23,0.0529,0.261364764134408
"879f1b0a8b19f5e3d8a204a54045f240","Houston Rockets","Dallas Mavericks",2025-11-03,0.8,0.2,110,102,1,0.8,1,0.8,0.04,0.22314355131421
"884a1d2984a58125b5d143dca0ace0f2","Oklahoma City Thunder","Memphis Grizzlies",2025-04-20,0.91,0.09,131,80,1,0.91,1,0.91,0.00809999999999999,0.0943106794712413
"89733f00ce9f9896e48c1e0e9b45048e","Chicago Bulls","Detroit Pistons",2025-10-22,0.36,0.64,115,111,1,0.36,1,0.36,0.4096,1.02165124753198
"897d0135a47621fb920d0e9b7131026e","Golden State Warriors","Indiana Pacers",2025-11-09,0.9,0.1,114,83,1,0.9,1,0.9,0.01,0.105360515657826
"8a3a6ccbc11731675de956d61bd4f95d","Cleveland Cavaliers","Milwaukee Bucks",2025-11-17,0.54,0.46,118,106,1,0.54,1,0.54,0.2116,0.616186139423817
"8af134619ff871a0b76992d76de7e224","Milwaukee Bucks","Indiana Pacers",2025-04-25,0.67,0.33,117,101,1,0.67,1,0.67,0.1089,0.400477566597125
"8af5977057054cf39d99326e1e0b9d01","Brooklyn Nets","Minnesota Timberwolves",2025-11-03,0.29,0.71,109,125,0,0.29,0,0.29,0.0841,0.342490308946776
"8b2cda93b74c6d4fcff41df81381eaa7","Philadelphia 76ers","Charlotte Hornets",2025-10-25,0.79,0.21,125,121,1,0.79,1,0.79,0.0441,0.23572233352107
"8b5034a318296da7b71c659bc444df9e","New York Knicks","Orlando Magic",2025-11-12,0.56,0.44,107,124,0,0.56,0,0.56,0.3136,0.82098055206983
"8b5bcf5d08d87972e11a5d1a36d46367","Golden State Warriors","Memphis Grizzlies",2025-04-15,0.68,0.32,121,116,1,0.68,1,0.68,0.1024,0.385662480811985
"8cf5f0182f14070fbb4decdff17134ed","Memphis Grizzlies","Los Angeles Lakers",2025-10-31,0.51,0.49,112,117,0,0.51,0,0.51,0.2601,0.713349887877465
"8d6d8735b8939d6cf23b1a98f7ef8740","Orlando Magic","Boston Celtics",2025-11-07,0.76,0.24,123,110,1,0.76,1,0.76,0.0576,0.27443684570176
"8e49e10c4b0ba0109c73ca788ec28971","Boston Celtics","Los Angeles Clippers",2025-11-16,0.82,0.18,121,118,1,0.82,1,0.82,0.0324,0.198450938723838
"90a88a365e93cdd921d3c24d79d8a376","Washington Wizards","Brooklyn Nets",2025-11-16,0.64,0.36,106,129,0,0.64,0,0.64,0.4096,1.02165124753198
"9221d7f71811f8a52214c26e5991a294","Atlanta Hawks","Charlotte Hornets",2025-11-23,0.64,0.36,113,110,1,0.64,1,0.64,0.1296,0.446287102628419
"9257238b369a40521569c6cc2b147d7f","Boston Celtics","New York Knicks",2025-05-14,0.64,0.36,127,102,1,0.64,1,0.64,0.1296,0.446287102628419
"930e0687ebe1ad6186e1db0d88fe7f4a","Denver Nuggets","Golden State Warriors",2025-11-07,0.89,0.11,129,104,1,0.89,1,0.89,0.0121,0.116533816255952
"934882eaef004213b7cf42357bfbb44f","Memphis Grizzlies","Miami Heat",2025-10-24,0.5,0.5,114,146,0,0.5,0,0.5,0.25,0.693147180559945
"93b396908512d5c442233a73915097d7","Indiana Pacers","Golden State Warriors",2025-11-01,0.2,0.8,114,109,1,0.2,1,0.2,0.64,1.6094379124341
"93dfb7992d1dacd6870906bffb91afc2","Oklahoma City Thunder","Minnesota Timberwolves",2025-05-20,0.65,0.35,114,88,1,0.65,1,0.65,0.1225,0.430782916092454
"94f35a6d58c57801c32a564d04e32270","Golden State Warriors","Denver Nuggets",2025-10-23,0.53,0.47,137,131,1,0.53,1,0.53,0.2209,0.63487827243597
"95d399e5dd6898e13b30f7aafb0ad214","Phoenix Suns","Minnesota Timberwolves",2025-11-21,0.33,0.67,114,113,1,0.33,1,0.33,0.4489,1.10866262452161
"96b78e7dd26755609d08949297bfb101","Indiana Pacers","Brooklyn Nets",2025-11-05,0.67,0.33,103,112,0,0.67,0,0.67,0.4489,1.10866262452161
"9741d920f01ab1f8dfa3433b26083a13","Washington Wizards","Dallas Mavericks",2025-11-08,0.43,0.57,105,111,0,0.43,0,0.43,0.1849,0.562118918153541
"97c436574586a603abfb5d3d649633a6","Detroit Pistons","New York Knicks",2025-04-27,0.41,0.59,93,94,0,0.41,0,0.41,0.1681,0.527632742082372
"97df12d0f134e8f46273fdd584d361c6","Indiana Pacers","Oklahoma City Thunder",2025-06-19,0.38,0.62,108,91,1,0.38,1,0.38,0.3844,0.967584026261706
"99eadf1bba6ca10f585edb7d3c4a3e6c","Orlando Magic","New York Knicks",2025-11-22,0.47,0.53,133,121,1,0.47,1,0.47,0.2809,0.755022584278033
"9af0bd13c98119058a3c2f75cbf455bb","Denver Nuggets","Los Angeles Clippers",2025-04-19,0.56,0.44,112,110,1,0.56,1,0.56,0.1936,0.579818495252942
"9c3c19beca914238f77162f180beba5b","Los Angeles Lakers","Utah Jazz",2025-11-18,0.74,0.26,140,126,1,0.74,1,0.74,0.0676,0.301105092783922
"9e0e2a7be4f8871e4a4d2ae25ed7d6f1","Denver Nuggets","Sacramento Kings",2025-11-22,0.86,0.14,123,128,0,0.86,0,0.86,0.7396,1.96611285637283
"9f19850ed54df371086eac90d3e8064d","Cleveland Cavaliers","Indiana Pacers",2025-05-04,0.755,0.245,112,121,0,0.755,0,0.755,0.570025,1.40649706843741
"9f3293867873f1f9e28d67fe3301a0fd","Charlotte Hornets","Milwaukee Bucks",2025-11-12,0.43,0.57,111,100,1,0.43,1,0.43,0.3249,0.843970070294529
"9f7417ad5e20b22efc8e94fa32cc144f","Los Angeles Lakers","Minnesota Timberwolves",2025-04-30,0.54,0.46,96,103,0,0.54,0,0.54,0.2916,0.776528789498996
"a22635f3bf66e2b73ef464e660fa3f41","Sacramento Kings","Dallas Mavericks",2025-04-16,0.61,0.39,106,120,0,0.61,0,0.61,0.3721,0.941608539858445
"a3537572cc6b1309a5cabd761612a54d","Brooklyn Nets","Detroit Pistons",2025-11-07,0.27,0.73,107,125,0,0.27,0,0.27,0.0729,0.3147107448397
"a3c68330f0966b1febd54c6e5a7fb538","Golden State Warriors","Memphis Grizzlies",2025-10-27,0.85,0.15,131,118,1,0.85,1,0.85,0.0225,0.162518929497775
"a4efdcc341a83975b83143047913aebb","Sacramento Kings","Los Angeles Lakers",2025-10-26,0.49,0.51,120,127,0,0.49,0,0.49,0.2401,0.673344553263766
"a6422c3a56ec257e30b91638ef36a48e","Detroit Pistons","Indiana Pacers",2025-11-17,0.75,0.25,127,112,1,0.75,1,0.75,0.0625,0.287682072451781
"a66ea4e726536901dfbed1d594c17f48","Dallas Mavericks","Toronto Raptors",2025-10-26,0.56,0.44,139,129,1,0.56,1,0.56,0.1936,0.579818495252942
"a72d8efa957a31155a3d4aa1dd2a6b13","Golden State Warriors","Minnesota Timberwolves",2025-05-10,0.22,0.78,97,102,0,0.22,0,0.22,0.0484,0.2484613592985
"a89a548bc7214404c8d7abfe85817c80","Phoenix Suns","Utah Jazz",2025-10-31,0.59,0.41,118,96,1,0.59,1,0.59,0.1681,0.527632742082372
"a8db154fca88077a84df28acdd7d2f5a","Memphis Grizzlies","New Orleans Pelicans",2025-10-22,0.5,0.5,128,122,1,0.5,1,0.5,0.25,0.693147180559945
"a8e5f48bdd920b6bcabd4414b6260f9e","Golden State Warriors","Houston Rockets",2025-04-28,0.72,0.28,109,106,1,0.72,1,0.72,0.0784,0.328504066972036
"aa4b036621875e4870ae8bdbca0dfc50","Oklahoma City Thunder","Indiana Pacers",2025-06-16,0.82,0.18,120,109,1,0.82,1,0.82,0.0324,0.198450938723838
"aa92da00abef11a7ee1f773cb708d710","New York Knicks","Cleveland Cavaliers",2025-10-22,0.52,0.48,119,111,1,0.52,1,0.52,0.2304,0.653926467406664
"ab3bf7c82f0c725d1ae7e15c953091f8","Dallas Mavericks","Portland Trail Blazers",2025-11-16,0.37,0.63,138,133,1,0.37,1,0.37,0.3969,0.994252273343867
"ab89cda07f21ecec76a5b461174ec380","Milwaukee Bucks","Charlotte Hornets",2025-11-14,0.76,0.24,147,134,1,0.76,1,0.76,0.0576,0.27443684570176
"ac0e9728d14d0db6b110a0e7eb050929","Utah Jazz","Oklahoma City Thunder",2025-11-21,0.17,0.83,112,144,0,0.17,0,0.17,0.0289,0.186329578191493
"aee7fe0a5478dbb097d14d02e3f563a6","Atlanta Hawks","Orlando Magic",2025-11-04,0.47,0.53,127,112,1,0.47,1,0.47,0.2809,0.755022584278033
"af723c8d13c83ededaa33a065f24a5be","Brooklyn Nets","Cleveland Cavaliers",2025-10-24,0.07,0.93,124,131,0,0.07,0,0.07,0.00489999999999999,0.0725706928348354
"afc47a0aae772c23a3c9b8a75f743291","Philadelphia 76ers","Miami Heat",2025-11-23,0.41,0.59,117,127,0,0.41,0,0.41,0.1681,0.527632742082372
"b042c1ffa4d1465733e453db2b3beacc","Orlando Magic","Brooklyn Nets",2025-11-14,0.89,0.11,105,98,1,0.89,1,0.89,0.0121,0.116533816255952
"b1e7571e112833a08a46072bdf44a478","Miami Heat","New York Knicks",2025-11-17,0.53,0.47,115,113,1,0.53,1,0.53,0.2209,0.63487827243597
"b2f369150cdc1c8775f1be9897e53060","Dallas Mavericks","New Orleans Pelicans",2025-11-05,0.56,0.44,99,101,0,0.56,0,0.56,0.3136,0.82098055206983
"b3341893e40e1357ab9fcd9c362d7401","Indiana Pacers","Oklahoma City Thunder",2025-06-13,0.42,0.58,104,111,0,0.42,0,0.42,0.1764,0.544727175441672
"b406e64442d9cccd0d36a3ff6ba0aa86","Boston Celtics","Houston Rockets",2025-11-01,0.28,0.72,101,128,0,0.28,0,0.28,0.0784,0.328504066972036
"b4b0491751ea1e073d53d393d72cfc2d","Brooklyn Nets","Boston Celtics",2025-11-18,0.27,0.73,99,113,0,0.27,0,0.27,0.0729,0.3147107448397
"b6d5576873db12b6da0e7f6062b3e71d","Los Angeles Clippers","Denver Nuggets",2025-04-26,0.59,0.41,99,101,0,0.59,0,0.59,0.3481,0.891598119283784
"b6dc11956532645db427ed48107dd05b","Orlando Magic","Miami Heat",2025-10-12,0.69,0.31,120,104,1,0.69,1,0.69,0.0961,0.371063681390832
"b6dc11956532645db427ed48107dd05b","Orlando Magic","Miami Heat",2025-10-22,0.74,0.26,125,121,1,0.74,1,0.74,0.0676,0.301105092783922
"b6e017bee046a5bead934ecfb5cb64db","Detroit Pistons","Utah Jazz",2025-11-05,0.77,0.23,114,103,1,0.77,1,0.77,0.0529,0.261364764134408
"b78f6d6fe15954720b8ef730eb5c0e30","Charlotte Hornets","Orlando Magic",2025-10-30,0.25,0.75,107,123,0,0.25,0,0.25,0.0625,0.287682072451781
"b7f9aeee1ae7391cf1271b7589f779aa","Dallas Mavericks","Los Angeles Clippers",2025-11-14,0.23,0.77,127,133,0,0.23,0,0.23,0.0529,0.261364764134408
"ba7255619a1f97a9977062123b5bccb3","New York Knicks","Detroit Pistons",2025-04-29,0.62,0.38,103,106,0,0.62,0,0.62,0.3844,0.967584026261706
"baa2506d4f166945e10f4f6995fb78ae","Dallas Mavericks","Washington Wizards",2025-10-24,0.83,0.17,107,117,0,0.83,0,0.83,0.6889,1.77195684193187
"bbde7751a144b98ed150d7a5f7dc8f87","Oklahoma City Thunder","Houston Rockets",2025-10-21,0.68,0.32,125,124,1,0.68,1,0.68,0.1024,0.385662480811985
"bc264cf0d07f01c785e02a8b9e27f59b","Miami Heat","Cleveland Cavaliers",2025-11-10,0.18,0.82,140,138,1,0.18,1,0.18,0.6724,1.71479842809193
"bc86ba3d19479aea6af13b12f3c29f68","New Orleans Pelicans","Oklahoma City Thunder",2025-11-17,0.01,0.99,109,126,0,0.01,0,0.01,1e-04,0.0100503358535015
"bd3c0c5aac8b6ce41690e86011740d3b","Indiana Pacers","Milwaukee Bucks",2025-04-22,0.83,0.17,123,115,1,0.83,1,0.83,0.0289,0.186329578191493
"bd807e6a63c25eaf7a43a16336214448","Chicago Bulls","Miami Heat",2025-04-16,0.39,0.61,90,109,0,0.39,0,0.39,0.1521,0.49429632181478
"bddd57220ab1df8f5a59a5d5373b3f65","Atlanta Hawks","Toronto Raptors",2025-11-07,0.61,0.39,97,109,0,0.61,0,0.61,0.3721,0.941608539858445
"be5bbb2072acd064ea89986770cd80a8","Brooklyn Nets","Atlanta Hawks",2025-10-29,0.26,0.74,112,117,0,0.26,0,0.26,0.0676,0.301105092783922
"be8fdc23284b02198349091c5ca89f27","Dallas Mavericks","Indiana Pacers",2025-10-29,0.57,0.43,107,105,1,0.57,1,0.57,0.1849,0.562118918153541
"bfbd3577751f23e0d9d5d859e16a8da7","Portland Trail Blazers","Los Angeles Lakers",2025-11-03,0.81,0.19,115,123,0,0.81,0,0.81,0.6561,1.66073120682165
"bfe6efdadc57b4bdb01fdd6f1123d564","Atlanta Hawks","Los Angeles Lakers",2025-11-08,0.5,0.5,122,102,1,0.5,1,0.5,0.25,0.693147180559945
"bffc94ea34d3aceace2f4536d77c5925","Indiana Pacers","Charlotte Hornets",2025-11-19,0.46,0.54,127,118,1,0.46,1,0.46,0.2916,0.776528789498996
"c019c951794fe3ac022feda8e4c52310","Los Angeles Lakers","Minnesota Timberwolves",2025-04-19,0.74,0.26,95,117,0,0.74,0,0.74,0.5476,1.34707364796661
"c06e17e4142d0a944fb49b49e0a2de6c","Los Angeles Clippers","New Orleans Pelicans",2025-10-31,0.7,0.3,126,124,1,0.7,1,0.7,0.09,0.356674943938732
"c13de17fcb4b3e9c45de21f479151ed5","Golden State Warriors","Phoenix Suns",2025-11-04,0.83,0.17,118,107,1,0.83,1,0.83,0.0289,0.186329578191493
"c1f70941e477df98e94d9c55421d7b71","Memphis Grizzlies","Oklahoma City Thunder",2025-04-26,0.115,0.885,115,117,0,0.115,0,0.115,0.013225,0.122167633974208
"c48d638dc464add981a4016759f31262","Charlotte Hornets","Utah Jazz",2025-11-02,0.53,0.47,126,103,1,0.53,1,0.53,0.2209,0.63487827243597
"c4de550e514303c8312d6220eb4e7b81","New York Knicks","Detroit Pistons",2025-04-19,0.72,0.28,123,112,1,0.72,1,0.72,0.0784,0.328504066972036
"c551e57315cc318feea2aea6a316457b","Oklahoma City Thunder","Indiana Pacers",2025-06-05,0.82,0.18,110,111,0,0.82,0,0.82,0.6724,1.71479842809193
"c584e30b1f28d1442b0e65d2b74440d9","Cleveland Cavaliers","Indiana Pacers",2025-05-13,0.77,0.23,105,114,0,0.77,0,0.77,0.5929,1.46967597005894
"c9332faaae1e65f4235ea5cacfe1cdc1","Cleveland Cavaliers","Indiana Pacers",2025-05-06,0.71,0.29,119,120,0,0.71,0,0.71,0.5041,1.23787435600162
"c9b1aeff36a750b0da0cd84d27f3f07e","Denver Nuggets","Los Angeles Clippers",2025-04-29,0.6,0.4,131,115,1,0.6,1,0.6,0.16,0.510825623765991
"cb6833ff56f57c6976ff613b5956fc2e","Boston Celtics","Orlando Magic",2025-04-29,0.87,0.13,120,89,1,0.87,1,0.87,0.0169,0.139262067333508
"cce8a5bd08230e0c507ec925508889bc","Minnesota Timberwolves","Los Angeles Lakers",2025-04-25,0.62,0.38,116,104,1,0.62,1,0.62,0.1444,0.478035800943
"cd62575c8246f92d081feba8f01addcf","Houston Rockets","Washington Wizards",2025-11-12,0.93,0.0700000000000001,135,112,1,0.93,1,0.93,0.00490000000000001,0.0725706928348355
"ce8ef98fd6abf0a382429cb13cda8b69","Minnesota Timberwolves","Oklahoma City Thunder",2025-05-26,0.41,0.59,126,128,0,0.41,0,0.41,0.1681,0.527632742082372
"cf5a3b9aeb20f4bc8fc824f2e84ce67f","Atlanta Hawks","Toronto Raptors",2025-10-22,0.59,0.41,118,138,0,0.59,0,0.59,0.3481,0.891598119283784
"d0cf832f822b3a6b77e7889ab1a8110b","New Orleans Pelicans","Charlotte Hornets",2025-11-04,0.51,0.49,116,112,1,0.51,1,0.51,0.2401,0.673344553263766
"d1b9fe3922bd203db8c1d44358c1fb30","Milwaukee Bucks","Indiana Pacers",2025-04-27,0.59,0.41,103,129,0,0.59,0,0.59,0.3481,0.891598119283784
"d1fbcc713503883345fd07dbbefc0238","Denver Nuggets","Indiana Pacers",2025-11-08,0.78,0.22,117,100,1,0.78,1,0.78,0.0484,0.2484613592985
"d2f772aad312e45cf7aef9e46583ed2b","Minnesota Timberwolves","Denver Nuggets",2025-11-15,0.4,0.6,112,123,0,0.4,0,0.4,0.16,0.510825623765991
"d31ca7c144ed365b47413870ec4c311a","Minnesota Timberwolves","Oklahoma City Thunder",2025-05-24,0.6,0.4,143,101,1,0.6,1,0.6,0.16,0.510825623765991
"d379236fc25b400809e8ba44f3b7bcb5","Orlando Magic","Chicago Bulls",2025-10-25,0.75,0.25,98,110,0,0.75,0,0.75,0.5625,1.38629436111989
"d3aa100c8b388c2759a377cbd2f4640f","Orlando Magic","Boston Celtics",2025-04-27,0.245,0.755,98,107,0,0.245,0,0.245,0.060025,0.281037529733112
"d3b14178d64172619283576c5c0db34b","Miami Heat","Charlotte Hornets",2025-11-07,0.81,0.19,126,108,1,0.81,1,0.81,0.0361,0.210721031315653
"d4e0fbd35e825d1acf8d2fdca5b22ccd","Denver Nuggets","Miami Heat",2025-11-05,0.72,0.28,122,112,1,0.72,1,0.72,0.0784,0.328504066972036
"d5520c148eed47ba246ad3ecf8cdf503","Cleveland Cavaliers","Atlanta Hawks",2025-11-02,0.84,0.16,117,109,1,0.84,1,0.84,0.0256,0.174353387144778
"d56ad7ea90c45af73c0840a79030cbe6","Miami Heat","Portland Trail Blazers",2025-11-08,0.28,0.72,136,131,1,0.28,1,0.28,0.5184,1.27296567581289
"d65dc4b4f3707a93b34f070c80080cce","Milwaukee Bucks","Los Angeles Lakers",2025-11-15,0.46,0.54,95,119,0,0.46,0,0.46,0.2116,0.616186139423817
"d8df18d13a93eeaa5c8242289a517c4b","New York Knicks","Indiana Pacers",2025-05-21,0.52,0.48,135,138,0,0.52,0,0.52,0.2704,0.7339691750802
"dd4fe49dffbd03c82bc2ab06ea1caaac","Indiana Pacers","Milwaukee Bucks",2025-04-19,0.7,0.3,117,98,1,0.7,1,0.7,0.09,0.356674943938732
