league,games,median_volume,mean_volume,brier_kalshi,logloss_kalshi,brier_sportsbook,logloss_sportsbook
NBA,317,10779,18198.981072555205,0.19781091458273958,0.577555202204442,0.20286075178298493,0.5899615594716306
NFL,82,22477.5,33222.634146341465,0.20853261103208792,0.6057089199534479,0.20726716618700325,0.602852553268922
